foretag_id,N1_ID,N2_ID,N3_ID,N4_ID,N5_ID,Mapped_N1_ID,Mapped_N2_ID,Mapped_N3_ID,Mapped_N4_ID,Mapped_N5_ID
2950,N1_ID,N2_ID,N3_ID,N4_ID,N5_ID,,RL_ID,AVDEL_ID,ENHET_ID,SEKTN_ID
2985,N1_ID,N2_ID,N3_ID,N4_ID,N5_ID,,AVDEL_ID,ENH_ID,KST_ID,KST_ID
